gene_id	gene_name	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
gene-CEP52_000001	CEP52_000001	0	1.00416057644379	5.02391410872662	2.01113628056524	0	0	0	0	0	0	0	1.003462782527	0	0	0	0
gene-CEP52_000002	CEP52_000002	0	0	0	0	5.98987058906132	0	0	0	0	0	0.998765851493943	0	0	0	0	8.98923593557573
gene-CEP52_000003	CEP52_000003	0	1.99690141413369	0.997949054947224	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000004	CEP52_000004	1.00146721478552	7.00246287135814	2.00359468591527	0.999541698797451	1.00007912060146	0	0	0	0	0	0	0	0	0	0	1.0017110906899
gene-CEP52_000005	CEP52_000005	0	1.00058835957686	0	0	2.00079817754825	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000006	CEP52_000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000007	CEP52_000007	7.98466333197146	9.99883027297008	5.99102822099557	2.01338830162143	2.99846934022122	0.999440514326506	0	0	0	0	0	0	0	0	0	2.99500770569624
gene-CEP52_000008	CEP52_000008	1.99743262697282	22.9929539298502	8.99200956403093	7.03035781901093	4.99667269628245	2.00054465233159	0	0	0	0	0	0	0	0	0	3.99586662117112
gene-CEP52_000009	CEP52_000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000010	CEP52_000010	2.98690715723956	7.00217130088869	3.98459084347824	0	5.99878448488721	0	0.999366558145886	0	0	1.00054203440517	0	0	0	0	0	1.99179572996932
gene-CEP52_000011	CEP52_000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000012	CEP52_000012	0.995090424524833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000013	CEP52_000013	5.98217785941022	28.0310023824863	16.9578954015858	1.01398862054064	9.00557110801751	0	0	0	0	0	0	1.00304332229576	0	0	0	0
gene-CEP52_000014	CEP52_000014	2.99004236755689	1.99673147214635	1.99419685978097	0	2.99393320266108	0	0	0	0	0	0	0	0	0	0	0.996933048496245
gene-CEP52_000015	CEP52_000015	0	7.03765678415185	4.0443095092018	3.97224987820392	3.01542681033809	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000016	CEP52_000016	3.99021331398416	11.992750100212	4.98988142000841	0	1.99800198452699	0	0	0	0	0	0.999343963312839	0.999972979075945	0	0	0	0.997806333248908
gene-CEP52_000017	CEP52_000017	14.0262574198113	15.0077429866457	23.0505544887204	5.99445450750668	5.0012674836412	0	0	1.00438027516952	0	0	0	1.99832385997402	0	0	0	0
gene-CEP52_000018	CEP52_000018	3.02198335142419	10.0212337005579	5.03797251528205	3.96294457522472	7.01399039852454	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000019	CEP52_000019	0	4.01024789395027	3.00383440762758	1.00912364917402	1.00217187086345	0	0	0	0	0	0	3.00915965083318	0	0	0	0
gene-CEP52_000020	CEP52_000020	0	0	2.99154632267819	0	1.99732839967639	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000021	CEP52_000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000022	CEP52_000022	1.00308116295271	0.99280842833684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000023	CEP52_000023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000024	CEP52_000024	3.98116912500689	13.995832835806	2.9873871727704	0	0	0.996021720653105	0	0	0	0	0	0	0	0	0	0.995553390829542
gene-CEP52_000025	CEP52_000025	1.99305176071987	8.00205282405661	7.97606682620191	3.03661708487462	1.99956625737206	0	0	0.996527003521806	0	0	0	0	0	0	0	0.996785059086606
gene-CEP52_000026	CEP52_000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000027	CEP52_000027	2.99170147778363	5.00507956406717	2.99315442643546	1.01310401661191	1.00053998525866	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000028	CEP52_000028	5.98155102722642	15.0008362796636	6.98172128067448	6.06239844572491	5.99764343137922	0	1.99944959538561	0.997219088889413	0	0	0	0	0	0	0	2.99154718817187
gene-CEP52_000029	CEP52_000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000030	CEP52_000030	0	0	0	0	0	0	0	0	0	0	0	0.999147310272715	0	0	0	0.999882379342729
gene-CEP52_000031	CEP52_000031	1.02768136860557	2.0106123530048	0	0.962600525011234	2.04038361522325	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000032	CEP52_000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000033	CEP52_000033	3.00497068058145	5.99980300783056	5.0100805049035	1.9950946259649	1.99944056589261	0	1.00156190167019	0	0	0	0	0	0	0	0	5.00973807726181
gene-CEP52_000034	CEP52_000034	0	1.00077113681853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000035	CEP52_000035	0	4.00644724000496	0.998448971957605	1.01332887892998	1.00114154325421	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000036	CEP52_000036	0.996920349042442	3.00294104864075	5.98448051396993	2.02762871147396	2.0009858901735	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000037	CEP52_000037	9.97647033145139	8.00849991775236	3.99247957830478	1.01216932941041	2.0012035973491	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000038	CEP52_000038	0	1.00499709537112	0	2.02741144169807	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000039	CEP52_000039	0	0	0	0	1.00021619015471	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000040	CEP52_000040	1.99509058347396	15.0090704179865	3.99202740373869	3.03227967777619	0	0	0	0	0	0	0	0	0	0	0	0.997802435940563
gene-CEP52_000041	CEP52_000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000042	CEP52_000042	0	1.01042732999765	0	0.998282179808341	1.01026527904179	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000043	CEP52_000043	0	12.0060398221085	3.98352987403494	0	2.99991202986566	0	0	0	0	0	0	0	0	0	0	0.995619211368036
gene-CEP52_000044	CEP52_000044	0	4.99909366623391	0.997415590654073	0	1.99876323890251	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000045	CEP52_000045	0	2.00154231806753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
