gene_id	gene_name	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
gene-CEP52_000001	CEP52_000001	0	0.993550657401039	4.94605680198822	1.64516376099855	0	0	0	0	0	0	0	0.980892132955847	0	0	0	0
gene-CEP52_000002	CEP52_000002	0	0	0	0	5.3916570153562	0	0	0	0	0	0.845695920819543	0	0	0	0	8.32315293072638
gene-CEP52_000003	CEP52_000003	0	1.60136332679539	0.796290749692815	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000004	CEP52_000004	1.0922220249917	7.94606235528232	2.26225246824695	0.937740895591693	1.08856006769438	0	0	0	0	0	0	0	0	0	0	1.12155557448039
gene-CEP52_000005	CEP52_000005	0	2.44251133966034	0	0	4.68491062440931	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000006	CEP52_000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000007	CEP52_000007	4.98701654097034	6.49771047761501	3.8738479528885	1.08173152463472	1.86907899507857	0.673994831665934	0	0	0	0	0	0	0	0	0	1.9203759839064
gene-CEP52_000008	CEP52_000008	1.51138576231308	18.1019314785224	7.04396116927582	4.5760247283141	3.77335733128768	1.63443198538129	0	0	0	0	0	0	0	0	0	3.10397555924948
gene-CEP52_000009	CEP52_000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000010	CEP52_000010	0.484038234116686	1.18064038813992	0.668495799701326	0	0.970208440893855	0	0.175599854975122	0	0	0.1799965644519	0	0	0	0	0	0.331365174736343
gene-CEP52_000011	CEP52_000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000012	CEP52_000012	0.411747235948999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000013	CEP52_000013	1.5470456055269	7.54239692879074	4.54017667739784	0.225571705148737	2.32433595295935	0	0	0	0	0	0	0.266638943783133	0	0	0	0
gene-CEP52_000014	CEP52_000014	1.92447975203415	1.33715769395198	1.32880434013868	0	1.92318895185047	0	0	0	0	0	0	0	0	0	0	0.658727993249706
gene-CEP52_000015	CEP52_000015	0	13.1994237116478	7.54746864128181	6.15948260643535	5.42491032372659	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000016	CEP52_000016	2.46565555772175	7.71049106711174	3.19215172105123	0	1.23218538691272	0	0	0	0	0	0.579750143978202	0.635162212256081	0	0	0	0.632975167625835
gene-CEP52_000017	CEP52_000017	15.8397399556438	17.6339086334442	26.9491222887962	5.82322615341229	5.63676812172585	0	0	1.34331389144731	0	0	0	2.31970207059956	0	0	0	0
gene-CEP52_000018	CEP52_000018	5.29240836134191	18.2603639821134	9.13427493143546	5.97017448258737	12.2594303708107	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000019	CEP52_000019	0	2.666596802194	1.98743149463205	0.55476787490965	0.639212453814023	0	0	0	0	0	0	1.97680803675081	0	0	0	0
gene-CEP52_000020	CEP52_000020	0	0	1.66839304653733	0	1.07383846210932	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000021	CEP52_000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000022	CEP52_000022	2.71248744712234	2.79334178516224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000023	CEP52_000023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000024	CEP52_000024	0.813704176921499	2.97633372227814	0.632127138349472	0	0	0.219806303930022	0	0	0	0	0	0	0	0	0	0.208893341149956
gene-CEP52_000025	CEP52_000025	0.626117283571932	2.61556482947731	2.59407724739762	0.820606384905233	0.626926689357139	0	0	0.370765464791258	0	0	0	0	0	0	0	0.321471707308393
gene-CEP52_000026	CEP52_000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000027	CEP52_000027	0.915797179434706	1.59411258963144	0.948565173676206	0.266773587307602	0.305674591006009	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000028	CEP52_000028	2.45673571627329	6.41042848027454	2.96868515558812	2.14188845665298	2.45849378824901	0	0.890423235099548	0.48507433779803	0	0	0	0	0	0	0	1.26137612891369
gene-CEP52_000029	CEP52_000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000030	CEP52_000030	0	0	0	0	0	0	0	0	0	0	0	0.932911047691463	0	0	0	0.932402986567338
gene-CEP52_000031	CEP52_000031	6.22113567511328	12.663871544677	0	5.01262285558327	12.3272686868156	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000032	CEP52_000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000033	CEP52_000033	3.57742860990245	7.43181154966741	6.1749358080633	2.04315813731691	2.37565341109905	0	1.29285532645754	0	0	0	0	0	0	0	0	6.12279726701039
gene-CEP52_000034	CEP52_000034	0	0.494097229205035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000035	CEP52_000035	0	1.36982876872878	0.339674366902641	0.286442898944015	0.32833654399964	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000036	CEP52_000036	0.26058034944129	0.8166857317911	1.61943926271352	0.455908174765574	0.521998280421584	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000037	CEP52_000037	3.64193501732574	3.04181931226075	1.50888098776196	0.317845594522675	0.729105537716496	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000038	CEP52_000038	0	0.532851773406803	0	0.888718636972663	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000039	CEP52_000039	0	0	0	0	0.48944861289124	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000040	CEP52_000040	0.84234958249496	6.59341636392344	1.74493906634502	1.10130281011713	0	0	0	0	0	0	0	0	0	0	0	0.432492348387838
gene-CEP52_000041	CEP52_000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000042	CEP52_000042	0	1.87036355731478	0	1.52775970696208	1.79379685952915	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000043	CEP52_000043	0	1.07205075310757	0.353926996638584	0	0.2569454731945	0	0	0	0	0	0	0	0	0	0	0.0877174497895614
gene-CEP52_000044	CEP52_000044	0	2.36427864201881	0.469368113974122	0	0.906745946465286	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000045	CEP52_000045	0	0.923036153198462	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000046	CEP52_000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000047	CEP52_000047	0.230150782887738	1.20242228147079	0.715167928533139	0.402947687788462	0.2305626350326	0	0	0.272506174502455	0	0	0.216929026179831	0	0	0	0	0
gene-CEP52_000048	CEP52_000048	10.2842771508325	36.9600164355272	19.3653241046745	15.3049995894934	5.59603920725892	0	0	0	0	1.03697779984118	0	0.960312799726682	0	0	0	7.6803744836106
gene-CEP52_000049	CEP52_000049	0	6.09233318047945	1.01108268829196	0.840375360909648	0	0	0	0	0	0	0	0	0	0	0	0
