gene_id	gene_name	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
gene-CEP52_000001	CEP52_000001	0	1	5	2	0	0	0	0	0	0	0	1	0	0	0	0
gene-CEP52_000002	CEP52_000002	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	9
gene-CEP52_000003	CEP52_000003	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000004	CEP52_000004	1	7	2	1	1	0	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000005	CEP52_000005	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000006	CEP52_000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000007	CEP52_000007	8	10	6	2	3	1	0	0	0	0	0	0	0	0	0	3
gene-CEP52_000008	CEP52_000008	2	23	9	7	5	2	0	0	0	0	0	0	0	0	0	4
gene-CEP52_000009	CEP52_000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000010	CEP52_000010	3	7	4	0	6	0	1	0	0	1	0	0	0	0	0	2
gene-CEP52_000011	CEP52_000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000012	CEP52_000012	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000013	CEP52_000013	6	28	17	1	9	0	0	0	0	0	0	1	0	0	0	0
gene-CEP52_000014	CEP52_000014	3	2	2	0	3	0	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000015	CEP52_000015	0	7	4	4	3	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000016	CEP52_000016	4	12	5	0	2	0	0	0	0	0	1	1	0	0	0	1
gene-CEP52_000017	CEP52_000017	14	15	23	6	5	0	0	1	0	0	0	2	0	0	0	0
gene-CEP52_000018	CEP52_000018	3	10	5	4	7	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000019	CEP52_000019	0	4	3	1	1	0	0	0	0	0	0	3	0	0	0	0
gene-CEP52_000020	CEP52_000020	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000021	CEP52_000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000022	CEP52_000022	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000023	CEP52_000023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000024	CEP52_000024	4	14	3	0	0	1	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000025	CEP52_000025	2	8	8	3	2	0	0	1	0	0	0	0	0	0	0	1
gene-CEP52_000026	CEP52_000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000027	CEP52_000027	3	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000028	CEP52_000028	6	15	7	6	6	0	2	1	0	0	0	0	0	0	0	3
gene-CEP52_000029	CEP52_000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000030	CEP52_000030	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
gene-CEP52_000031	CEP52_000031	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000032	CEP52_000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000033	CEP52_000033	3	6	5	2	2	0	1	0	0	0	0	0	0	0	0	5
gene-CEP52_000034	CEP52_000034	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000035	CEP52_000035	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000036	CEP52_000036	1	3	6	2	2	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000037	CEP52_000037	10	8	4	1	2	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000038	CEP52_000038	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000039	CEP52_000039	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000040	CEP52_000040	2	15	4	3	0	0	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000041	CEP52_000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000042	CEP52_000042	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000043	CEP52_000043	0	12	4	0	3	0	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000044	CEP52_000044	0	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000045	CEP52_000045	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000046	CEP52_000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000047	CEP52_000047	1	5	3	2	1	0	0	1	0	0	1	0	0	0	0	0
gene-CEP52_000048	CEP52_000048	11	38	20	19	6	0	0	0	0	1	0	1	0	0	0	8
gene-CEP52_000049	CEP52_000049	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000050	CEP52_000050	5	17	7	11	4	1	0	0	0	0	0	0	0	0	0	3
gene-CEP52_000051	CEP52_000051	45	110	47	33	43	2	0	0	0	0	0	1	0	0	0	1
gene-CEP52_000052	CEP52_000052	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000053	CEP52_000053	8	30	18	6	16	0	0	0	0	0	1	0	0	0	0	0
gene-CEP52_000054	CEP52_000054	20	68	26	29	21	2	0	2	0	0	0	0	0	0	0	3
gene-CEP52_000055	CEP52_000055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000056	CEP52_000056	1	3	1	3	3	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000057	CEP52_000057	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000058	CEP52_000058	0	3	2	1	1	1	0	0	0	0	1	1	0	0	0	1
gene-CEP52_000059	CEP52_000059	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
gene-CEP52_000060	CEP52_000060	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000061	CEP52_000061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000062	CEP52_000062	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000063	CEP52_000063	4	11	6	1	4	0	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000064	CEP52_000064	1	17	7	0	7	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000065	CEP52_000065	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000066	CEP52_000066	6	14	2	6	5	1	0	2	0	0	0	0	2	0	0	1
gene-CEP52_000067	CEP52_000067	1	6	1	0	6	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000068	CEP52_000068	3	5	5	1	2	0	0	1	0	0	0	0	0	0	0	1
gene-CEP52_000069	CEP52_000069	2	7	0	0	2	0	0	0	0	0	1	0	0	0	0	0
gene-CEP52_000070	CEP52_000070	7	9	9	1	4	0	0	0	0	0	0	0	0	0	0	2
gene-CEP52_000071	CEP52_000071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000072	CEP52_000072	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000073	CEP52_000073	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000074	CEP52_000074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000075	CEP52_000075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000076	CEP52_000076	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene-CEP52_000077	CEP52_000077	3	17	9	5	5	0	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000078	CEP52_000078	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000079	CEP52_000079	8	9	4	9	10	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000080	CEP52_000080	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000081	CEP52_000081	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
gene-CEP52_000082	CEP52_000082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000083	CEP52_000083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000084	CEP52_000084	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000085	CEP52_000085	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000086	CEP52_000086	13	10	8	3	8	1	0	4	0	1	0	0	0	0	0	1
gene-CEP52_000087	CEP52_000087	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000088	CEP52_000088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000089	CEP52_000089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-CEP52_000090	CEP52_000090	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-CEP52_000091	CEP52_000091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
